T[s];D1-Rate[Hz];E1-Rate[Hz];F1-Rate[Hz];G1-Rate[Hz];H1-Rate[Hz];J1-Rate[Hz];D2-Rate[Hz];E2-Rate[Hz];F2-Rate[Hz];G2-Rate[Hz];H2-Rate[Hz];J2-Rate[Hz];K2-Rate[Hz];B3-Rate[Hz];C3-Rate[Hz];D3-Rate[Hz];E3-Rate[Hz];F3-Rate[Hz];G3-Rate[Hz];H3-Rate[Hz];J3-Rate[Hz];K3-Rate[Hz];L3-Rate[Hz];A4-Rate[Hz];B4-Rate[Hz];C4-Rate[Hz];D4-Rate[Hz];E4-Rate[Hz];F4-Rate[Hz];G4-Rate[Hz];H4-Rate[Hz];A5-Rate[Hz];B5-Rate[Hz];C5-Rate[Hz];D5-Rate[Hz];E5-Rate[Hz];F5-Rate[Hz];G5-Rate[Hz];H5-Rate[Hz];J5-Rate[Hz];A6-Rate[Hz];B6-Rate[Hz];C6-Rate[Hz];D6-Rate[Hz];E6-Rate[Hz];F6-Rate[Hz];G6-Rate[Hz];H6-Rate[Hz];J6-Rate[Hz];A7-Rate[Hz];B7-Rate[Hz];C7-Rate[Hz];D7-Rate[Hz];F7-Rate[Hz];G7-Rate[Hz];H7-Rate[Hz];J7-Rate[Hz];A8-Rate[Hz];B8-Rate[Hz];C8-Rate[Hz];D8-Rate[Hz];E8-Rate[Hz];G8-Rate[Hz];H8-Rate[Hz];J8-Rate[Hz];A9-Rate[Hz];B9-Rate[Hz];C9-Rate[Hz];D9-Rate[Hz];E9-Rate[Hz];F9-Rate[Hz];G9-Rate[Hz];H9-Rate[Hz];J9-Rate[Hz];B10-Rate[Hz];C10-Rate[Hz];D10-Rate[Hz];E10-Rate[Hz];F10-Rate[Hz];G10-Rate[Hz];H10-Rate[Hz];J10-Rate[Hz];C11-Rate[Hz];D11-Rate[Hz];E11-Rate[Hz];F11-Rate[Hz];G11-Rate[Hz];H11-Rate[Hz];J11-Rate[Hz];D12-Rate[Hz];E12-Rate[Hz];F12-Rate[Hz];G12-Rate[Hz];H12-Rate[Hz];J12-Rate[Hz]
Washout 1;0;0;0;0,015384615;0;0,007692308;0,007692308;0;0;0,007692308;0;0;0;0;0,030769231;0,007692308;0;0,007692308;0,007692308;0;0;0;0;0;0;0,046153846;0;0;0;0,007692308;0,007692308;0;0;0,007692308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007692308;0,007692308;0;0;0,007692308;0;0;0;0;0;0;0;0;0;0;0,007692308;0;0;0;0;0,015384615;0;0;0,076923077;0;0;0;0;0;0,007692308;0,007692308;1,423076923;0;0;0;0;0;0,007692308;0;0;0;0
CCh2;0;0;0;0,030769231;0;0;0,023076923;0,007692308;0,007692308;0;0;0,007692308;0;0;0,030769231;0,007692308;0;0;0;0;0;0;0;0;0,030769231;0,007692308;0;0;0;0;0;0,030769231;0;0,007692308;0;0;0;0;0;0;0,007692308;0;0;0,007692308;0;0;0,007692308;0,007692308;0;0,007692308;0;0,007692308;0,015384615;0;0;0,015384615;0;0;0;0,015384615;0,015384615;0;0;0;0;0;0,630769231;0,038461538;0,123076923;0,023076923;0,007692308;0,007692308;0;0;0;0,015384615;0,230769231;0;0,030769231;0;0;0,007692308;0,130769231;0,076923077;0;0;0,007692308;0;0;0;0,015384615;0,007692308;0;0;0
Washout 2;0;0,007692308;0,007692308;0,023076923;0,007692308;0,007692308;0,015384615;0,007692308;0,007692308;0,007692308;0,007692308;0,007692308;0;0;0,007692308;0,069230769;0,007692308;0;0,015384615;0;0,007692308;0;0;0;0,015384615;0;0;0;0;0,015384615;0,007692308;0;0,007692308;0,030769231;0;0,007692308;0,092307692;0;0;0;0;0;0;0;0;0;0;0,007692308;0;0;0;0,007692308;0;0;0;0;0,007692308;0;0,007692308;0;0,023076923;0;0;0;0;0,007692308;0,1;0,007692308;0,169230769;0,053846154;0,015384615;0,007692308;0,015384615;0;0,007692308;0,015384615;0,261538462;0;0,007692308;0;0,007692308;0;0,007692308;0,076923077;0,007692308;0;0,007692308;0;0;0;0,007692308;0;0;0;0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Baseline ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
CCh1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;0;1;1;0;0;1;0
Washout 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
CCh2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Washout 2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
